"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"60";"c2118j";"1000000521";"1000000168";"72";"318";"26248";"68";"432";"0.1574074";"0.071727626";"12";"12";"1.0";"2285889.5";"6";"1";"1000000243";"143";"46.99188";"34.420086";"59.34853";"128";"0"
"61";"ThisAccountTest";"2000004732";"1000001878";"1000002019";"1128";"52881";"1000001648";"1000000444";"1.0000012";"0.15461875";"33";"55";"0.6";"2269251.5";"152";"3999999998";"-1999995831";"301";"129.34505";"19.39621";"97.062935";"26";"86"
"62";"GuNzKlNG";"1000581263";"1000001945";"578161";"1180";"29260";"376";"137";"2.7445254";"0.156589";"39";"24";"1.625";"2051772.9";"21";"-1";"1000581243";"0";"40.592068";"5.5083094";"546.1624";"0";"0"
"63";"UnknownToIiF3";"1000001069";"1000000449";"266";"444";"29337";"1000256";"144";"6946.222";"0.15917309";"18";"27";"0.6666667";"2045201.1";"2";"0";"1000001067";"0";"40.35912";"5.19053";"484.79416";"0";"0"
"64";"Jugg_SIayer";"2000009434";"1000005996";"1000000821";"2671";"59354";"1000000780";"589";"1697794.1";"0.21314284";"122";"49";"2.489796";"2021777.2";"228";"2000000168";"8817";"114";"114.47519";"8.466978";"1023.16077";"0";"107"
"65";"Mr_Warhawk_99";"14000058967";"7000049125";"7000003402";"7660";"430676";"-1589931584";"-1999994882";"-1.58993152E9";"0.17694318";"305";"349";"0.8739255";"1950430.5";"166";"14000005353";"53228";"157";"745.70746";"590.0203";"1999.7341";"24";"39"
"66";"FedoraKing4Lyfe";"5898397407";"5898082843";"311254";"4863";"186902";"384729010";"3317";"115987.05";"0.17855194";"197";"291";"0.67697597";"1893526.1";"507";"111";"5898396549";"0";"410.52438";"19.751131";"2383.242";"210";"30"
"67";"lllIlIIlllIIIlIl";"1000276703";"1000275274";"728";"736";"37588";"651";"204";"3.1911764";"0.20419191";"13";"32";"0.40625";"1596695.8";"18";"229";"1000276334";"0";"57.536346";"20.92163";"335.37085";"0";"122"
"68";"a-z_nworezqilloo";"1000000537";"1000000231";"220";"282";"41219";"198";"566";"0.34982333";"0.13126428";"18";"39";"0.46153846";"1455640.1";"7";"0";"1000000528";"0";"74.040184";"48.081036";"245.81366";"2";"0"
"69";"ReDismembered";"1000003393";"1000001421";"936";"1248";"42906";"835";"204";"4.0931373";"0.15880956";"26";"34";"0.7647059";"1398410.6";"137";"263";"1000002446";"0";"69.93413";"10.50328";"742.2207";"97";"450"
