"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"50";"SiideSwiipe-";"4379610002";"4379581741";"14607";"14409";"516804";"13851";"4365";"3.1731958";"0.22524388";"309";"441";"0.70068026";"508464.72";"3328";"828";"4379603315";"81";"1144.4642";"132.40506";"6875.785";"1760";"690"
"51";"supa_ghost354";"464475";"4295327492";"-4294828044";"19911";"10001089";"266815";"48499";"5.501454";"0.22197442";"5073";"7229";"0.70175683";"2.7865467";"55680";"488059";"-130154";"34999";"14494.594";"2771.1057";"190390.45";"7709";"8182"
"52";"patcholololol";"4000000298";"4000000261";"8";"29";"1873";"5";"5";"1.0";"0.25111112";"3";"3";"1.0";"1.28136688E8";"0";"0";"4000000298";"0";"0.91773635";"0.19184326";"7.7470927";"0";"0"
"53";"sinner_reborn";"-6211785262";"3336560757";"3336555591";"291";"2406";"1709029755";"22";"7.7683168E7";"0.21583742";"7";"2";"3.5";"-1.5490736E8";"0";"0";"-6211785262";"0";"5.5212097";"0.0";"0.0";"0";"0"
"54";"patchololol";"3286331294";"3286331153";"286331153";"141";"-286330351";"288331153";"286331153";"1.006985";"1.0";"5";"1";"5.0";"0.0";"0";"0";"3286331294";"0";"0.42457128";"1.1443742E-28";"1.1443742E-28";"0";"0"
"55";"HeX_0x00";"1002077842";"3149559173";"3148185243";"991";"110033";"956930123";"1535";"623407.25";"0.16468136";"54";"159";"0.33962265";"546424.0";"30";"1000700016";"1377690";"3";"265.9669";"5.839447";"313.06354";"103";"0"
"56";"KrAzYkAiTliN187";"5000078895";"3000027062";"2000029703";"24553";"1578240";"2000026874";"19176";"104298.44";"0.15084524";"526";"963";"0.54620975";"190088.16";"7073";"4000000873";"1000063787";"2184";"3527.0063";"539.7684";"21149.059";"1873";"3105"
"57";"patchoIoloIoI";"3000000085";"3000000003";"13";"69";"1265";"1000000006";"1000000003";"1.0";"0.05882353";"4";"6";"0.6666667";"1.4229248E8";"0";"0";"3000000085";"0";"0.971377";"0.0";"0.0";"0";"0"
"58";"patchololololol";"3000000045";"3000000000";"2";"43";"361";"2";"1";"2.0";"0.08108108";"4";"1";"4.0";"4.98614944E8";"0";"0";"3000000045";"0";"0.5772387";"0.0";"0.0";"0";"0"
"59";"patcholololoI";"3000000039";"3000000000";"0";"39";"14";"0";"0";"0.0";"0.0";"3";"0";"3.0";"1.28571433E10";"0";"0";"3000000039";"0";"0.0027083782";"0.0";"0.0";"0";"0"
