"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"74";"KANUNi_SULTAN_07";"199159";"111922";"28623";"62238";"2225657";"27284";"10151";"2.687814";"0.18403469";"1253";"1511";"0.8292521";"5.368994";"2762";"10431";"173917";"10612";"Infinity";"488.04456";"28215.37";"393";"1044"
"75";"mac29lee";"192144";"98469";"39865";"59074";"3536451";"33433";"44772";"0.74673903";"0.16878252";"1609";"1640";"0.9810976";"3.259946";"69";"11528";"143240";"18102";"Infinity";"4895.6553";"33864.88";"12642";"6563"
"76";"Saulo_Pessato";"190220";"58251";"63140";"82609";"4112851";"54370";"37740";"1.4406465";"0.18767625";"1426";"1727";"0.82570934";"2.7750094";"159";"2195";"183831";"1740";"Infinity";"3201.005";"84670.945";"1033";"1262"
"77";"KazNaccyo";"189502";"83743";"51592";"65110";"3815815";"45946";"69340";"0.662619";"0.2853584";"1898";"3375";"0.56237036";"2.9797356";"5553";"3706";"151423";"24707";"Infinity";"4005.124";"12134.502";"2073";"2040"
"78";"moose-knuckle1";"186365";"94621";"34884";"65727";"2437614";"33701";"38628";"0.87245005";"0.22970793";"1104";"1139";"0.9692713";"4.5872316";"6095";"11593";"165948";"2170";"Infinity";"1329.0463";"20735.408";"46";"513"
"79";"Raiitjuh";"168155";"58508";"64132";"60903";"3900736";"63282";"37817";"1.6733744";"0.2165817";"1308";"4089";"0.3198826";"2.5865119";"1021";"2739";"162947";"214";"Infinity";"215.08716";"41733.203";"522";"712"
"80";"joopdamen";"166080";"77435";"32621";"73864";"7608207";"25048";"61589";"0.406696";"0.10386813";"2633";"5909";"0.44559148";"1.3097435";"50";"755";"152899";"12252";"Infinity";"5773.127";"33413.543";"10";"114"
"81";"Itachi_ncy";"163437";"130314";"15992";"17136";"344514";"13112";"18";"728.44446";"0.62626123";"583";"26";"22.423077";"28.463924";"213";"4060";"151105";"8059";"Infinity";"5.07463";"1692.7355";"0";"0"
"82";"Jay_0621";"160426";"127045";"13769";"20944";"681920";"13289";"4667";"2.8474395";"0.23350473";"714";"356";"2.005618";"14.11538";"6631";"1863";"151421";"361";"Infinity";"124.111755";"9364.091";"147";"3"
"83";"II-LittleBoss-II";"155628";"120346";"12215";"26541";"1030193";"11486";"9099";"1.2623365";"0.21111567";"861";"646";"1.3328173";"9.064011";"3424";"5473";"142056";"3127";"Infinity";"325.4839";"3763.6443";"27";"1521"
"84";"Ynot-11";"142753";"39544";"18214";"92602";"7089016";"15306";"31606";"0.48427513";"0.11857856";"2037";"3511";"0.5801766";"1.2082325";"8";"1279";"135624";"5229";"Infinity";"4979.1323";"11994.929";"132";"481"
"85";"MrBlackguy";"134655";"53826";"30885";"56541";"1892047";"28166";"14585";"1.9311621";"0.19207099";"966";"1203";"0.8029925";"4.270137";"853";"6319";"124134";"2636";"Infinity";"958.27325";"26859.008";"256";"457"
"86";"zidily";"130507";"96651";"28958";"4900";"406125";"28957";"2";"14478.5";"0.49186158";"324";"4";"81.0";"19.280813";"0";"0";"127683";"2824";"Infinity";"12.575769";"98.15379";"0";"0"
"87";"JAY_j_BOT";"127897";"7666";"479";"119769";"3235275";"469";"47169";"0.009942971";"0.5284206";"2447";"2402";"1.0187343";"2.371922";"8";"4511";"7257";"115624";"Infinity";"5.7195616";"195.82857";"-3";"500"
"88";"berserker0001";"118001";"50936";"39297";"36069";"2420733";"37680";"49841";"0.7560041";"0.27185217";"706";"1421";"0.4968332";"2.9247587";"5923";"1602";"108118";"1427";"Infinity";"1739.721";"12815.557";"541";"390"
"89";"YEYEMAN-";"116434";"85566";"7132";"24302";"1026427";"6642";"4807";"1.381735";"0.17114404";"551";"316";"1.743671";"6.806173";"834";"148";"114421";"456";"Infinity";"430.2694";"4893.3467";"337";"238"
