"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"165";"KaGe_OrbitzZ";"-99991653";"-99992622";"306";"732";"23403";"-99999711";"100000267";"-0.99999446";"0.19579059";"26";"23";"1.1304348";"-256356.0";"51";"2";"-99991706";"0";"52.615852";"8.781168";"165.24449";"0";"0"
"166";"Perphectionist-";"67632956";"67558278";"67393469";"55819";"2642505";"67392291";"67378610";"1.000203";"0.9496692";"1478";"1880";"0.7861702";"1535.6556";"1776";"14171";"67609198";"5171";"1617.5472";"603.4125";"59134.99";"118";"2522"
"167";"BLeSS_YoU_100";"-49919380";"-49981039";"28425";"36629";"2127516";"-49973291";"50016786";"-0.9991304";"0.12295044";"699";"1400";"0.49928573";"-1407.8214";"948";"492";"-49923926";"2573";"2094.3901";"664.66626";"64522.785";"285";"248"
"168";"Dsnut27";"-89574052";"-59826347";"-29907326";"178994";"7339304";"-29917390";"30040949";"-0.99588704";"0.19472644";"3290";"2194";"1.4995443";"-732.28235";"10602";"10395";"-89607256";"6538";"12200.926";"4265.3813";"124178.555";"2749";"2920"
"169";"phily-1972";"-1149870174";"-119942638";"-119961762";"39981";"2944964";"-19967144";"20035809";"-0.9965729";"0.20923181";"869";"2118";"0.4102927";"-23427.184";"7492";"1523";"-1149881812";"883";"7198.7217";"1788.0679";"5151.985";"1452";"288"
"170";"shabbylace";"1533990108";"517003987";"1016908864";"16939759";"6111491";"516905800";"16897204";"30.591202";"0.21572213";"2445";"6211";"0.3936564";"15060.059";"12722";"4819";"1533956486";"12027";"9536.675";"1943.1888";"33242.742";"2350";"1704"
"171";"kill_maniac16";"33686080";"16843068";"16843020";"16843060";"21474";"16843018";"16843278";"0.99998456";"0.029959718";"2";"15";"0.13333334";"94121.484";"0";"0";"33686080";"0";"33.1485";"40.481464";"125.98745";"0";"0"
"172";"x-Stunnz";"34229611";"17369108";"16857181";"16846350";"22031";"16921173";"16843100";"1.0046352";"0.2922179";"310";"10";"31.0";"93222.13";"146";"0";"34229465";"0";"62.222485";"7.933338";"218.91982";"0";"0"
"173";"lI-speedracer-lI";"95871127180";"95871110875";"8825";"8263";"664953";"243472337";"15493982";"15.713994";"0.16371572";"203";"401";"0.5062344";"8650638.0";"1000000555";"20";"40438538322";"137";"692.22107";"132.60988";"6712.726";"0";"54432588146"
"174";"viperhawk86";"-8543301";"-9526133";"477994";"550891";"28874472";"-9597491";"10234845";"-0.93772703";"0.23974395";"10140";"12470";"0.81315154";"-17.75264";"22759";"13996";"-8609621";"14622";"80877.31";"18166.03";"163684.83";"10352";"4591"
"175";"Dsnuts27";"-29019780";"-19640530";"-9792217";"473424";"16681419";"-9807014";"10140659";"-0.9670983";"0.21279483";"7895";"4073";"1.9383746";"-104.378815";"5414";"43747";"-29085965";"10949";"31886.734";"9711.566";"241821.03";"3711";"2364"
"176";"doche59Ti-Vi";"5314847";"5303259";"6608";"6002";"204669";"5127782";"10041103";"0.5106791";"0.20111571";"129";"148";"0.8716216";"1558.0808";"1948";"15277128";"-9965604";"0";"477.194";"13.901807";"3273.4014";"845";"530"
"177";"BILLYBADAZZ72";"-29961223";"-19986244";"-9989988";"17010";"1517797";"-9992649";"10010768";"-0.99819005";"0.19842952";"439";"918";"0.47821352";"-1184.3965";"6";"50";"-29961930";"399";"3535.3115";"881.75885";"1040.2434";"50";"202"
"178";"Zeuss-Redemption";"-9697355";"-9699172";"1167";"790";"59949";"-9998897";"10000626";"-0.9998271";"0.9959906";"41";"90";"0.45555556";"-9705.6045";"238";"7";"-9697726";"0";"114.9963";"7.390558";"649.03546";"0";"126"
"179";"slayer55511";"-4666703";"-4817349";"68276";"108815";"7713769";"-4935183";"5070896";"-0.97323686";"0.15801103";"3249";"10654";"0.3049559";"-36.299007";"4129";"26214";"-4736850";"33094";"9850.478";"2428.668";"41161.31";"1685";"5025"
"180";"cooper512atx";"-4823708";"-4939169";"48353";"73258";"4760300";"-4957488";"5042213";"-0.98319685";"0.20350136";"1689";"2796";"0.6040773";"-60.79921";"1687";"2416";"-4873080";"42868";"6508.252";"3461.3198";"67581.27";"1410";"991"
"181";"kingofallforgood";"6201322911";"6401165895";"29743";"-99861040";"6803598";"6172439";"5037671";"1.2252564";"0.36701852";"3435";"2831";"1.2133522";"54688.62";"2825";"35541";"6201220756";"57294";"4867.2476";"11449.327";"14764.549";"816";"5679"
"182";"RC_1960";"-4942160";"-4977597";"19422";"20672";"2543072";"-4984388";"5022485";"-0.9924147";"0.15631232";"840";"1878";"0.44728434";"-116.602905";"475";"1169";"-4955426";"11087";"5254.236";"3466.594";"9156.017";"308";"227"
"183";"Cyzxn";"10083010997";"10082998076";"7479";"6464";"673809";"-4569318";"5020537";"-0.9101254";"0.14230949";"259";"468";"0.5534188";"897851.8";"836";"351";"10083009227";"163";"435.40353";"27.122913";"5047.22";"360";"60"
"184";"PurplePuffingPro";"-4836881";"-4909514";"32921";"45672";"2554526";"-4971535";"5019623";"-0.99042";"0.1573153";"1333";"1440";"0.92569447";"-113.60732";"357";"414";"-4838867";"415";"4002.3281";"2223.0854";"23686.592";"607";"193"
"185";"faxman0";"-4972966";"-4986818";"8257";"7229";"1212120";"-4993127";"5014001";"-0.99583685";"0.09901987";"331";"980";"0.3377551";"-246.16206";"-4999396";"566";"24111";"1608";"1457.6536";"1831.1097";"9808.188";"50";"95"
"186";"iMTooOverPowerd";"1100880998";"1100844220";"30048";"11412";"1034219";"-4971039";"5013339";"-0.9915625";"0.18325052";"703";"1399";"0.5025018";"63867.387";"3247";"557";"1100873269";"303";"2379.5884";"205.18488";"5540.722";"2403";"1219"
