"RANK";"NAME";"PTS";"TS";"CS";"BS";"GT";"K";"D";"KDR";"GA";"W";"L";"WLR";"SPM";"DS";"TDS";"CTF";"ZS";"MW";"MD";"MF";"MRK";"COL"
"908";"SuperDucky11";"0";"0";"0";"0";"31";"0";"2";"0.0";"0.74285716";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.07200433";"0.0";"0.0";"0";"0"
"909";"TodDay";"6";"3";"3";"0";"771";"3";"8";"0.375";"0.74234235";"2";"1";"2.0";"0.46692607";"0";"6";"0";"0";"0.887794";"1.2212254";"0.32621247";"0";"0"
"910";"NIKE_CLOUD9";"0";"0";"0";"0";"164";"0";"2";"0.0";"0.7419355";"0";"2";"0.0";"0.0";"0";"0";"0";"0";"0.56748706";"0.27531707";"0.0";"0";"0"
"911";"nemesis9538";"0";"0";"0";"0";"1134";"0";"3";"0.0";"0.7419355";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.0";"0.0";"3.1818674";"0";"0"
"912";"DARK_KIRA38";"4592";"574";"1214";"2849";"40473";"1207";"78";"15.474359";"0.7408034";"40";"34";"1.1764706";"6.8075013";"193";"180";"142";"4077";"83.51381";"5.4231796";"168.72801";"0";"0"
"913";"kgkod313";"1";"0";"1";"0";"119";"1";"3";"0.33333334";"0.7407407";"0";"1";"0.0";"0.50420165";"1";"0";"0";"0";"0.34402996";"0.0";"0.0";"0";"0"
"914";"SOCOM_NEXT_GEN";"32902";"1018";"627";"31300";"1015930";"627";"4243";"0.1477728";"0.73944116";"599";"1221";"0.49058148";"1.9431654";"0";"3993";"20893";"8017";"13.157404";"32.884888";"196.67647";"-1";"0"
"915";"patfat123";"1";"0";"1";"0";"349";"1";"0";"1.0";"0.73913044";"0";"1";"0.0";"0.17191978";"0";"0";"0";"1";"0.0103162555";"0.0";"18.84095";"0";"0"
"916";"Depressionkills";"0";"0";"0";"0";"199";"0";"7";"0.0";"0.73913044";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.2085406";"0.14162618";"1.9597071";"0";"0"
"917";"butty19";"0";"0";"0";"0";"72";"0";"1";"0.0";"0.73913044";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.24603058";"0.0";"0.0";"0";"0"
"918";"Crowned_Cat";"52717";"24402";"16883";"11543";"377811";"13826";"310";"44.6";"0.73890215";"390";"43";"9.069767";"8.3719635";"176";"5695";"46661";"185";"121.14435";"97.78165";"278.3362";"0";"0"
"919";"lionchief";"275623";"216814";"27494";"31818";"534090";"21991";"568";"38.71655";"0.73685026";"857";"101";"8.485148";"30.963657";"2432";"13857";"240507";"8193";"96.04498";"4.030099";"3850.7974";"10616";"18"
"920";"Colonel_Warboss";"8";"3";"6";"0";"367";"3";"9";"0.33333334";"0.7368421";"0";"1";"0.0";"1.3079019";"0";"0";"8";"0";"0.7223614";"0.7449902";"3.8339722";"0";"0"
"921";"Mastaly";"1";"0";"1";"0";"97";"1";"1";"1.0";"0.7368421";"0";"1";"0.0";"0.6185567";"0";"1";"0";"0";"0.40314892";"0.0";"0.0";"0";"0"
"922";"Crazzy4Now";"0";"0";"0";"0";"150";"0";"3";"0.0";"0.7368421";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.34960198";"0.21230659";"0.0";"0";"0"
"923";"Darknight_1181";"275650";"221712";"26398";"27928";"442153";"22307";"936";"23.832266";"0.7364735";"899";"24";"37.458332";"37.4056";"3523";"17387";"248481";"6259";"82.25511";"29.721899";"4297.4146";"0";"0"
"924";"PTGalaxy";"10469";"9749";"205";"534";"6655";"190";"22";"8.636364";"0.73589957";"21";"3";"7.0";"94.38618";"392";"0";"10077";"0";"3.790092";"0.0";"184.05984";"0";"0"
"925";"tictac_ns";"0";"0";"0";"0";"39";"0";"1";"0.0";"0.7356322";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.02178896";"0.15572767";"0.0";"0";"0"
"926";"Sechs81";"7";"4";"3";"0";"545";"3";"5";"0.6";"0.73492724";"0";"0";"0.0";"0.7706422";"0";"0";"7";"0";"0.60832006";"0.03170427";"3.343499";"0";"0"
"927";"Will_Bigi";"-99998754";"-99999662";"370";"544";"8325";"318";"24";"13.25";"0.7340767";"9";"4";"2.25";"-720711.75";"212";"551";"-99999517";"0";"8.788616";"0.37946182";"64.83192";"0";"0"
"928";"xKiRa937x";"45265";"13486";"19526";"12306";"210616";"15008";"195";"76.9641";"0.7334201";"222";"36";"6.1666665";"12.895032";"2108";"14268";"14265";"14624";"76.23717";"37.492";"847.24115";"0";"0"
"929";"insider-1974";"1";"1";"0";"0";"55";"0";"1";"0.0";"0.73333335";"0";"1";"0.0";"1.0909091";"0";"0";"0";"1";"0.0055044675";"0.0";"0.33187896";"0";"0"
"930";"nikiey1";"1";"1";"0";"0";"117";"0";"2";"0.0";"0.73333335";"0";"1";"0.0";"0.5128205";"0";"0";"1";"0";"0.07185324";"0.0";"0.0";"0";"0"
"931";"patriots90";"0";"0";"0";"0";"42";"0";"1";"0.0";"0.73333335";"0";"1";"0.0";"0.0";"0";"0";"0";"0";"0.080198035";"0.0";"0.0";"0";"0"
"932";"Georgeforeman2k";"12";"7";"5";"0";"1081";"3";"6";"0.5";"0.73293173";"1";"1";"1.0";"0.66604996";"0";"8";"0";"4";"3.6919346";"0.0";"1.7903405";"0";"0"
"933";"TreDaWestSide40";"7";"0";"7";"0";"901";"7";"0";"7.0";"0.7324219";"0";"7";"0.0";"0.46614873";"0";"7";"0";"0";"0.014268424";"0.0";"4.6366";"0";"0"
"934";"GenPrik";"10";"10";"2";"0";"790";"1";"18";"0.055555556";"0.73214287";"0";"2";"0.0";"0.75949365";"0";"0";"10";"0";"1.1171918";"1.6428622";"1.0951009";"0";"0"
